date,price_pos_52w,price_pos_78w,price_pos_104w,stu_wmt,oni_lag0,oni_lag6,oni_lag12,oni_lag15,oni_lag18,oni_lag24,spi3_nolook,flowering_drought_nolook,cot_index,rv_daily,rv_monthly
2013-10-31,0.0,0.0,0.0,21.516935114369296,-0.21,-0.21,0.41,0.06,-0.46,-0.79,-0.28999312633872854,0.28999312633872854,0.0,0.45570046202842424,0.026622672309869824
2013-11-30,0.11672681127446526,0.07028984073029015,0.039934115202282607,21.516935114369296,-0.13,-0.19,0.31,0.3,-0.36,-0.96,-0.28999312633872854,0.28999312633872854,10.601072909046572,1.7496277281995942,0.021483770911401957
2013-12-31,0.12755706392955946,0.07681153635346102,0.048335570894747534,25.155273052076193,-0.1,-0.27,0.13,0.41,-0.17,-1.02,-0.8846304491213594,0.8846304491213594,31.31553279687881,1.5122886005176395,0.021358933763393047
2014-01-31,0.531543610140113,0.2907488379737271,0.2025575137366187,25.155273052076193,-0.15,-0.34,-0.1,0.41,0.06,-0.92,-0.8846304491213594,0.8846304491213594,36.50176786149719,2.373239198313555,0.03604020119534253
2014-02-28,1.0,1.0,0.9656068260360308,25.155273052076193,-0.28,-0.35,-0.29,0.31,0.3,-0.72,-0.8846304491213594,0.8846304491213594,91.36948305291392,9.826203200314966,0.16615349270711113
2014-03-31,0.9744622430604044,0.9744622430604044,0.9744622430604044,25.155273052076193,-0.32,-0.28,-0.29,0.13,0.41,-0.57,-0.8846304491213594,0.8846304491213594,100.0,6.203573577714093,0.16472038022206573
2014-04-30,1.0,1.0,1.0,25.155273052076193,-0.14,-0.21,-0.21,-0.1,0.41,-0.46,-0.8846304491213594,0.8846304491213594,99.97747150808377,7.842925317265733,0.18194384398671842
2014-05-31,0.7383512273168104,0.7383512273168104,0.7383512273168104,25.155273052076193,0.15,-0.13,-0.19,-0.29,0.31,-0.36,-0.8846304491213594,0.8846304491213594,94.7663502317459,4.899171615509967,0.19639022625570754
2014-06-30,0.6922682787281468,0.6922682787281468,0.6922682787281468,21.742603750592377,0.31,-0.1,-0.27,-0.29,0.13,-0.17,-0.8846304491213594,0.8846304491213594,92.7981512847783,2.541074519249248,0.19379048514328714
2014-07-31,0.918074758064598,0.918074758064598,0.918074758064598,21.742603750592377,0.23,-0.15,-0.34,-0.21,-0.1,0.06,-0.8846304491213594,0.8846304491213594,91.67290345452398,3.881129916788533,0.2080442155774448
2014-08-31,0.9252431854819461,0.9252431854819461,0.9252431854819461,21.742603750592377,0.1,-0.28,-0.35,-0.19,-0.29,0.3,-0.8846304491213594,0.8846304491213594,95.81806961568256,2.5458796717232053,0.20488001809762016
2014-09-30,0.9006656754053245,0.9006656754053245,0.9006656754053245,21.742603750592377,0.11,-0.32,-0.28,-0.27,-0.29,0.41,-0.8846304491213594,0.8846304491213594,90.79318811465184,3.446160891843544,0.2048313548190422
2014-10-31,0.8378232483099823,0.8458781073570254,0.8458781073570254,21.742603750592377,0.28,-0.14,-0.21,-0.34,-0.21,0.41,-0.8846304491213594,0.8846304491213594,90.02198416631721,3.474513298918079,0.19987297363211687
2014-11-30,0.8224146391837749,0.8320531602764274,0.8320531602764274,21.742603750592377,0.54,0.15,-0.13,-0.35,-0.19,0.31,-0.8846304491213594,0.8846304491213594,87.43979769483944,2.220835934887587,0.1979010035725382
2014-12-31,0.5317919834228998,0.6267281476838245,0.6267281476838245,24.72092015064893,0.71,0.31,-0.1,-0.28,-0.27,0.13,-1.3987994375127544,1.3987994375127544,69.93887639307181,1.3879512135842345,0.2107983264797571
2015-01-31,0.0,0.5785969430387773,0.5785969430387773,24.72092015064893,0.77,0.23,-0.15,-0.21,-0.34,-0.1,-1.3987994375127544,1.3987994375127544,64.00315148742582,3.324004102891616,0.1964664470270619
2015-02-28,0.0,0.3210445262083566,0.3210445262083566,24.72092015064893,0.69,0.1,-0.28,-0.13,-0.35,-0.29,-1.3987994375127544,1.3987994375127544,47.451488696580384,3.2727394965505203,0.09397283613175729
2015-03-31,0.0,0.28161794102294513,0.28161794102294513,24.72092015064893,0.61,0.11,-0.32,-0.1,-0.28,-0.29,-1.3987994375127544,1.3987994375127544,26.7507910487591,5.30275315515414,0.09467550774318736
2015-04-30,0.05807492125397372,0.28340519597924346,0.3189964264119712,24.72092015064893,0.65,0.28,-0.14,-0.15,-0.21,-0.21,-1.3987994375127544,1.3987994375127544,32.297663070412874,2.5643517046102606,0.0779246295461061
2015-05-31,0.0,0.16729836011400706,0.21249359626994885,24.72092015064893,0.81,0.54,0.15,-0.28,-0.13,-0.19,-1.3987994375127544,1.3987994375127544,15.00641734334693,2.2868395256667142,0.06611499157227048
2015-06-30,0.06465506421352396,0.07000637791852476,0.25857646672861334,21.356409631375097,1.02,0.71,0.31,-0.32,-0.1,-0.27,-1.3987994375127544,1.3987994375127544,24.37955091304182,1.8144467341288464,0.06668410038138838
